"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent","att_1","att_2","prolific_id","value_1_1","value_2_1","mourn_1_1","mourn_2_1","identity_stability_1_1","identity_stability_2_1","abandonment_1","reassurance_need_1","closeness_scare_1","parasocial_1_1","parasocial_2_1","comp_1","comp_2","age","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","edu","edu_8_TEXT","ai_companion_app","app_coding","gender_rep","relationship_rep","months_rep","hours_rep","subscription_rep","revert_prompt","change_type","change_prompt","prolific_id_anon"
"2024-02-04 00:12:55","2024-02-04 00:15:05","0","100","129","1","2024-02-04 00:15:05","R_5hlqdBIByMhZzt1","anonymous","EN","0.8999999761581421","1","2","2",97,"73","73","68","23","69","64","82","71","17","77","24","2","2","28","2","","4","","4","","Replika","replika","1","4","5","2","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",97
"2024-02-04 00:10:41","2024-02-04 00:17:32","0","100","411","1","2024-02-04 00:17:33","R_71YmGfXPco1tMp3","anonymous","EN","1","1","2","2",89,"75","86","95","17","79","63","17","70","69","63","60","4","2","40","1","","3","","3","","Chatgpt","chatgpt","2","2","6","4","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",89
"2024-02-03 23:49:41","2024-02-04 00:18:08","0","100","1707","1","2024-02-04 00:18:08","R_1scOfANgImhgJUr","anonymous","EN","1","1","2","2",12,"20","49","0","27","21","10","0","16","0","14","16","3","2","26","1","","1","","3","","Replika","replika","1","4","5","2","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",12
"2024-02-04 00:19:37","2024-02-04 00:28:09","0","100","511","1","2024-02-04 00:28:09","R_163gl5a7PHONVAI","anonymous","EN","1","1","2","2",426,"80","83","78","75","73","76","81","78","82","78","86","4","1","69","2","","1","","5","","CHATGPT","chatgpt","3","1","5","4","3","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",426
"2024-02-04 00:39:14","2024-02-04 00:46:10","0","100","415","1","2024-02-04 00:46:10","R_7248cYzaso5HsUu","anonymous","EN","0.8999999761581421","1","2","2",36,"0","0","0","0","0","0","25","75","20","50","70","1","2","40","2","","4","","3","","Replika","replika","1","2","3","2","3","","control","your AI companion thinks and acts the same way as before the update.",36
"2024-02-04 00:50:27","2024-02-04 00:55:47","0","100","320","1","2024-02-04 00:55:48","R_1JI9uke6aJYTNlP","anonymous","EN","1","1","2","2",519,"100","75","76","81","100","79","0","15","0","100","0","1","2","37","1","","1","","4","","chatgpt","chatgpt","1","1","24","4","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",519
"2024-02-04 00:50:39","2024-02-04 01:00:14","0","100","574","1","2024-02-04 01:00:14","R_5q2QHcKbJ7igvq8","anonymous","EN","0.8999999761581421","1","2","2",149,"0","9","5","0","0","29","30","60","31","65","36","1","2","39","1","","1","","4","","Replika","replika","2","1","6","3","2","","control","your AI companion thinks and acts the same way as before the update.",149
"2024-02-04 01:09:21","2024-02-04 01:12:41","0","100","199","1","2024-02-04 01:12:42","R_3WSA3p8I8vUUkyK","anonymous","EN","0.8999999761581421","1","2","2",488,"68","68","65","68","68","73","63","66","79","70","72","4","1","55","2","","3","","5","","chatgpt","chatgpt","1","1","2","10","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",488
"2024-02-04 01:11:34","2024-02-04 01:16:07","0","100","272","1","2024-02-04 01:16:07","R_66lBnHkdkwjfvEt","anonymous","EN","1","1","2","2",511,"68","67","34","61","69","77","30","67","38","30","32","4","1","34","1","","1","","7","","Cleverbot","cleverbot","2","1","3","3","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",511
"2024-02-04 01:13:58","2024-02-04 01:23:08","0","100","549","1","2024-02-04 01:23:08","R_32WLmhuklDMkFBD","anonymous","EN","0.8999999761581421","1","2","2",461,"98","61","69","75","87","73","71","22","42","76","55","2","2","34","1","","1","","5","","Replika","replika","2","1","5","4","3","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",461
"2024-02-04 01:18:30","2024-02-04 01:36:49","0","100","1098","1","2024-02-04 01:36:49","R_7U5HPE8Ib33nJ6D","anonymous","EN","1","1","2","2",28,"100","100","97","95","88","90","100","0","0","90","91","3","2","38","1","","3","","4","","Chai  ai and Replika","chai,replika","2","2","14","1","3","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",28
"2024-02-04 01:37:51","2024-02-04 01:43:53","0","100","361","1","2024-02-04 01:43:54","R_3NxcBMPvpFktbi1","anonymous","EN","","1","2","2",287,"65","69","68","64","67","65","36","64","60","61","62","4","2","29","1","","1","","4","","Woebot","woebot","1","1","10","2","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",287
"2024-02-04 01:37:01","2024-02-04 01:43:55","0","100","413","1","2024-02-04 01:43:55","R_1SdbQ2lFYuc3zY5","anonymous","EN","0.8999999761581421","1","2","2",428,"71","64","71","63","66","58","65","34","65","62","64","2","2","38","1","","1","","5","","Replika","replika","1","1","11","3","2","","control","your AI companion thinks and acts the same way as before the update.",428
"2024-02-04 01:46:26","2024-02-04 01:48:26","0","100","120","1","2024-02-04 01:48:27","R_1rOHBorJVQ0l14n","anonymous","EN","1","1","2","2",39,"22","82","87","28","71","75","34","10","22","26","10","2","2","33","1","","4","","3","","replika","replika","2","1","8","3","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",39
"2024-02-04 01:46:47","2024-02-04 01:48:47","0","100","120","1","2024-02-04 01:48:48","R_72NUfq4oV6DpNeN","anonymous","EN","0.8999999761581421","1","2","2",221,"0","100","0","0","0","0","0","100","100","0","0","4","2","19","1","","2","","1","","char ai","other","2","1","12","2","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",221
"2024-02-04 01:29:01","2024-02-04 01:52:29","0","100","1408","1","2024-02-04 01:52:30","R_1uN9IAmv0pkx2k9","anonymous","EN","0.699999988079071","1","2","2",517,"78","75","62","89","77","84","59","93","31","80","84","2","2","39","2","","1","","4","","Chai companion app","chai","2","1","6","5","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",517
"2024-02-04 01:46:59","2024-02-04 01:53:10","0","100","370","1","2024-02-04 01:53:10","R_1Q0pDik1aBkVga6","anonymous","EN","1","1","2","2",337,"62","66","43","42","62","41","64","42","59","63","43","3","1","61","1","","3","","7","","Jibo","other","1","1","24","2","3","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",337
"2024-02-04 01:43:15","2024-02-04 01:53:26","0","100","611","1","2024-02-04 01:53:27","R_1ha343xA6pRhi4h","anonymous","EN","1","1","2","2",274,"65","61","61","61","46","42","60","41","64","44","64","3","2","25","1","","1","","4","","Mycroft AI","other","1","1","32","2","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",274
"2024-02-04 01:59:24","2024-02-04 02:04:43","0","100","318","1","2024-02-04 02:04:44","R_1GqlcPLTMYM2rlf","anonymous","EN","0.8999999761581421","1","2","2",415,"78","66","62","47","42","65","63","62","45","64","39","2","2","38","1","","1","","5","","Replika","replika","2","3","9","1","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",415
"2024-02-04 01:58:17","2024-02-04 02:05:01","0","100","403","1","2024-02-04 02:05:01","R_7qMDsyQLTLIxvc5","anonymous","EN","1","1","2","2",410,"62","39","48","71","74","66","63","60","67","48","69","3","1","38","1","","1","","5","","Woebot","woebot","1","1","25","4","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",410
"2024-02-04 02:02:37","2024-02-04 02:14:37","0","100","720","1","2024-02-04 02:14:38","R_1ZUT7p1G9RpV7gt","anonymous","EN","0.8999999761581421","1","2","2",308,"30","50","60","38","70","57","30","70","60","75","80","1","2","39","2","","1","","5","","EVA AI","other","2","2","14","2","4","","control","your AI companion thinks and acts the same way as before the update.",308
"2024-02-04 02:13:25","2024-02-04 02:22:26","0","100","540","1","2024-02-04 02:22:27","R_3PokI9glcmITuCd","anonymous","EN","1","1","2","2",484,"43","40","50","68","64","44","50","50","50","69","68","4","2","42","1","","1","","5","","band","other","3","2","7","3","3","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",484
"2024-02-04 02:23:16","2024-02-04 02:27:45","0","100","268","1","2024-02-04 02:27:45","R_6O2H3vCDPxcRvAl","anonymous","EN","0.8999999761581421","1","2","2",294,"63","82","68","67","75","71","77","71","68","65","66","3","1","30","1","","1","","4","","Jibo","other","1","3","16","3","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",294
"2024-02-04 02:27:07","2024-02-04 02:33:17","0","100","370","1","2024-02-04 02:33:18","R_6AzyauewlCD49TX","anonymous","EN","1","1","2","2",502,"74","68","32","69","73","38","84","25","24","73","80","2","1","51","1","","1","","5","","ttech digital","other","2","2","7","10","2","","control","your AI companion thinks and acts the same way as before the update.",502
"2024-02-04 02:34:36","2024-02-04 02:39:02","0","100","265","1","2024-02-04 02:39:02","R_5oiLpqsnK0OohuS","anonymous","EN","1","1","2","2",24,"35","88","9","84","86","76","25","10","9","58","24","4","2","58","2","","3","","7","","replika","replika","1","2","14","1","4","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",24
"2024-02-04 02:35:22","2024-02-04 02:39:53","0","100","270","1","2024-02-04 02:39:53","R_3CKrJ5AcBktZ5sL","anonymous","EN","1","1","2","2",463,"51","25","75","32","94","29","93","90","22","87","88","1","1","49","1","","1","","5","","clever bot","cleverbot","2","2","5","9","2","","control","your AI companion thinks and acts the same way as before the update.",463
"2024-02-04 02:40:47","2024-02-04 02:45:49","0","100","301","1","2024-02-04 02:45:49","R_6pXj0W4CGnLhXSU","anonymous","EN","0.8999999761581421","1","2","2",457,"74","73","59","69","86","65","61","65","78","67","71","4","1","68","1","","3","","5","","EVA AI","eva","1","1","3","4","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",457
"2024-02-04 02:37:35","2024-02-04 02:46:50","0","100","554","1","2024-02-04 02:46:51","R_13fKxiWK1ww3Px3","anonymous","EN","1","1","2","2",398,"8","100","86","86","100","86","4","85","88","1","100","4","2","46","1","","3","","5","","Siri","siri","2","1","16","20","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",398
"2024-02-04 02:40:16","2024-02-04 02:49:18","0","100","542","1","2024-02-04 02:49:19","R_1zwwWUYA3whvaet","anonymous","EN","0.8999999761581421","1","2","2",246,"88","70","40","55","75","69","70","58","30","85","80","2","2","39","1","","1","","4","","ChatGPT","chatgpt","3","3","7","2","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",246
"2024-02-04 02:58:30","2024-02-04 03:01:57","0","100","206","1","2024-02-04 03:01:57","R_2Y62GtRL5U1unor","anonymous","EN","1","1","2","2",512,"65","100","85","100","50","82","89","87","50","50","50","4","2","38","1","","1","","4","","chatgpt","chatgpt","3","1","15","2","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",512
"2024-02-04 02:58:47","2024-02-04 03:03:34","0","100","287","1","2024-02-04 03:03:35","R_3Lhrzujq4Kl9jXv","anonymous","EN","0.8999999761581421","1","2","2",304,"50","89","19","50","86","89","90","23","16","83","28","3","2","42","1","","1","","5","","WYSA","wysa","2","2","7","1","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",304
"2024-02-04 03:11:37","2024-02-04 03:17:21","0","100","344","1","2024-02-04 03:17:22","R_7n7w0dCWbnkmD4P","anonymous","EN","0.8999999761581421","1","2","2",499,"68","43","66","40","27","17","41","35","28","85","80","1","2","58","1","","3","","1","","Replika ","replika","1","2","18","2","4","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",499
"2024-02-04 03:10:29","2024-02-04 03:21:36","0","100","666","1","2024-02-04 03:21:36","R_7ZojKBjK3wzM8Vz","anonymous","EN","","1","2","2",344,"88","98","11","70","93","84","21","88","88","81","15","3","2","73","1","","3","","4","","Wysa","wysa","2","1","8","2","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",344
"2024-02-04 03:10:32","2024-02-04 03:21:42","0","100","669","1","2024-02-04 03:21:42","R_3j7VrQ7K2ygYRQ8","anonymous","EN","","1","2","2",339,"88","83","85","88","93","95","75","29","25","92","0","3","2","50","1","","1","","4","","snapAi","snapchat","2","1","12","5","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",339
"2024-02-04 03:42:16","2024-02-04 03:47:09","0","100","293","1","2024-02-04 03:47:10","R_5QVPgoDuUn1mnvA","anonymous","EN","1","1","2","2",122,"37","23","32","21","25","39","39","59","74","78","60","1","2","30","2","","3","","5","","Replica","replika","1","4","3","1","2","","control","your AI companion thinks and acts the same way as before the update.",122
"2024-02-04 03:57:36","2024-02-04 04:01:49","0","100","253","1","2024-02-04 04:01:50","R_5pMEsIy2gR0bK2J","anonymous","EN","1","1","2","2",447,"89","100","90","92","89","69","93","35","46","66","80","2","2","43","1","","5","","4","","Replika","replika","2","4","12","1","3","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",447
"2024-02-04 04:03:19","2024-02-04 04:11:09","0","100","469","1","2024-02-04 04:11:09","R_3KPlToWxpsgFfyG","anonymous","EN","1","1","2","2",416,"61","55","13","2","89","71","100","60","0","68","61","3","2","39","1","","1","","7","","ChatGPT","chatgpt","3","4","3","5","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",416
"2024-02-04 04:13:32","2024-02-04 04:24:01","0","100","628","1","2024-02-04 04:24:01","R_7t9bGk5s5YMVbfv","anonymous","EN","1","1","2","2",106,"0","0","0","0","0","0","0","100","100","69","0","1","2","49","2","","1","","3","","Rabbit ","other","2","1","1","8","1","","control","your AI companion thinks and acts the same way as before the update.",106
"2024-02-04 04:36:32","2024-02-04 04:52:10","0","100","938","1","2024-02-04 04:52:11","R_6arUXSFtWoqqyBa","anonymous","EN","1","1","2","2",381,"89","85","79","72","74","82","79","87","88","87","81","1","1","52","2","","1","","4","","Chatqpt","chatgpt","1","3","3","1","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",381
"2024-02-04 04:53:50","2024-02-04 04:58:01","0","100","250","1","2024-02-04 04:58:01","R_3halgTdkqk0tDzi","anonymous","EN","1","1","2","2",81,"45","30","46","45","70","60","80","20","10","30","0","4","1","60","1","","3,4","","4","","Pi Personal AI Assistant","pi","3","3","4","0.5","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",81
"2024-02-04 05:06:41","2024-02-04 05:20:20","0","100","819","1","2024-02-04 05:20:21","R_1Yz1TLbe3DJ06rL","anonymous","EN","1","1","2","2",350,"63","40","70","40","60","40","60","40","60","40","60","2","1","65","2","","3","","5","","Cleverbot","cleverbot","1","1","60","5","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",350
"2024-02-04 05:21:09","2024-02-04 05:25:34","0","100","264","1","2024-02-04 05:25:35","R_133ISX6wKCtXgpx","anonymous","EN","1","1","2","2",232,"75","24","22","84","23","23","17","83","26","21","70","2","2","35","1","","1","","5","","bingAI","bing","1","1","6","2","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",232
"2024-02-04 05:37:03","2024-02-04 05:37:37","0","100","34","1","2024-02-04 05:37:38","R_1RULSb0cIa8Ul3J","anonymous","EN","1","1","2","1",69,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69
"2024-02-04 05:43:45","2024-02-04 05:45:51","0","100","126","1","2024-02-04 05:45:52","R_18DmFSyl6B1qG53","anonymous","EN","1","1","2","2",219,"80","53","68","50","62","66","100","0","0","67","26","4","2","31","1","","5","","4","","google assistant","other","1","1","0","1","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",219
"2024-02-04 05:37:17","2024-02-04 05:49:00","0","100","702","1","2024-02-04 05:49:01","R_1hSI4jMuk4oSyhw","anonymous","EN","1","1","2","2",412,"72","34","73","79","26","61","32","30","13","67","68","3","2","51","1","","1","","5","","AI drunk friend","other","1","4","5","1","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",412
"2024-02-04 06:04:17","2024-02-04 06:07:17","0","100","179","1","2024-02-04 06:07:17","R_7eUyYm78oA99BWX","anonymous","EN","1","1","2","2",154,"77","81","63","79","87","81","73","67","36","78","12","4","2","31","1","","3","","5","","CHatGPT","chatgpt","1","4","6","4","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",154
"2024-02-04 06:09:04","2024-02-04 06:14:59","0","100","355","1","2024-02-04 06:15:00","R_1AFsE6mptDjOieA","anonymous","EN","0.8999999761581421","1","2","2",501,"43","60","45","59","57","79","42","62","61","40","66","2","1","51","1","","1","","4","",NA,"other","1","2","72","5","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",501
"2024-02-04 06:13:38","2024-02-04 06:18:04","0","100","265","1","2024-02-04 06:18:04","R_1Jr6DeNoHvRx7do","anonymous","EN","1","1","2","2",351,"0","0","0","0","0","0","18","100","74","86","76","1","2","29","1","","3","","4","","replika ","replika","2","1","12","3","1","","control","your AI companion thinks and acts the same way as before the update.",351
"2024-02-04 06:28:19","2024-02-04 06:34:11","0","100","351","1","2024-02-04 06:34:12","R_6WxmnNYofohokK6","anonymous","EN","0.8999999761581421","1","2","2",322,"95","52","50","54","50","50","50","81","80","68","50","3","2","63","1","","3","","4","","ChatGpt","chatgpt","3","2","48","1","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",322
"2024-02-04 06:42:25","2024-02-04 06:46:25","0","100","240","1","2024-02-04 06:46:25","R_6MQMlkgEAbDozrs","anonymous","EN","0.8999999761581421","1","2","2",329,"51","45","50","47","9","52","62","51","45","55","50","2","2","30","1","","3","","3","","ChatGPT","chatgpt","2","1","5","1","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",329
"2024-02-04 06:43:28","2024-02-04 06:46:47","0","100","199","1","2024-02-04 06:46:48","R_1uQaSIBfNbp5m4v","anonymous","EN","0.8999999761581421","1","2","2",95,"18","15","17","19","12","9","34","36","27","63","28","1","2","57","1","","3","","5","","ChatGPT and  Alexa","chatgpt,alexa","2","2","60","2","1","","control","your AI companion thinks and acts the same way as before the update.",95
"2024-02-04 06:43:13","2024-02-04 06:49:10","0","100","356","1","2024-02-04 06:49:10","R_3gGcdifGpnStksT","anonymous","EN","1","1","2","2",516,"94","90","89","50","100","100","62","100","0","100","87","3","2","55","2","","1","","4","","Replika ","replika","2","1","5","1","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",516
"2024-02-04 06:44:57","2024-02-04 06:53:45","0","100","527","1","2024-02-04 06:53:45","R_7zviKhJqjLy4dLb","anonymous","EN","1","1","2","2",291,"100","100","31","12","94","100","0","100","80","74","0","4","2","35","1","","1","","1","","Kindroid","kindroid","2","1","5","4","3","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",291
"2024-02-04 06:43:46","2024-02-04 06:53:54","0","100","608","1","2024-02-04 06:53:55","R_1KZSXyki1GM26hX","anonymous","EN","1","1","2","2",80,"100","82","66","0","100","1","2","76","2","3","0","4","1","38","1","","3","","3","","a i app","other","2","1","5","1","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",80
"2024-02-04 07:00:20","2024-02-04 07:03:32","0","100","191","1","2024-02-04 07:03:32","R_7Hzu1HvSHBwfy6E","anonymous","EN","1","1","2","2",417,"56","62","59","53","61","65","58","40","64","69","58","2","1","30","2","","1,2","","4","","replika","replika","3","1","5","2","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",417
"2024-02-04 07:04:24","2024-02-04 07:07:44","0","100","200","1","2024-02-04 07:07:44","R_5XaH2aWQ8NeuRth","anonymous","EN","0.8999999761581421","1","2","2",70,"47","95","100","89","100","83","14","100","18","93","100","3","2","30","2","","1","","1","","Snapchat AI ","snapchat","2","1","5","4","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",70
"2024-02-04 07:03:36","2024-02-04 07:08:01","0","100","264","1","2024-02-04 07:08:01","R_53mGwLSdBavdeCd","anonymous","EN","1","1","2","2",177,"0","0","0","0","0","0","0","100","100","100","0","1","2","27","1","","1","","3","","replika","replika","3","1","1","1","1","","control","your AI companion thinks and acts the same way as before the update.",177
"2024-02-04 07:15:15","2024-02-04 07:19:25","0","100","250","1","2024-02-04 07:19:25","R_3i4lS7cko4bO7dI","anonymous","EN","1","1","2","2",255,"50","50","50","50","50","50","100","9","19","6","17","4","2","28","1","","3","","5","","chart gbt","chatgpt","2","2","18","3","4","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",255
"2024-02-04 07:20:45","2024-02-04 07:34:12","0","100","806","1","2024-02-04 07:34:13","R_3ycgxwiyY9FXqqR","anonymous","EN","1","1","2","2",425,"66","55","40","66","85","62","50","82","86","80","82","2","1","71","2","","1","","4","","ChatGPT","chatgpt","2","1","19","19","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",425
"2024-02-04 07:27:08","2024-02-04 07:36:03","0","100","535","1","2024-02-04 07:36:04","R_62rfKBM51dPHrtn","anonymous","EN","0.8999999761581421","1","2","2",418,"92","90","76","83","80","90","98","92","86","45","68","1","1","49","2","","1","","4","","DALLE","other","1","1","5","5","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",418
"2024-02-04 07:37:10","2024-02-04 07:41:10","0","100","240","1","2024-02-04 07:41:10","R_3f6ydcCDjyKY8Gt","anonymous","EN","0.8999999761581421","1","2","2",93,"0","4","0","0","0","0","100","100","0","94","94","1","2","43","1","","1","","2","","Replika","replika","2","1","2","5","1","","control","your AI companion thinks and acts the same way as before the update.",93
"2024-02-04 07:38:04","2024-02-04 07:41:57","0","100","232","1","2024-02-04 07:41:58","R_5Frcdd7BdMdjqYu","anonymous","EN","0.8999999761581421","1","2","2",211,"82","59","80","84","82","86","86","26","22","83","65","3","2","27","1","","3","","4","","I use several of them now but my current preference is Inflection AI","inflection.ai","3","1","5","1","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",211
"2024-02-04 07:42:00","2024-02-04 07:45:05","0","100","184","1","2024-02-04 07:45:05","R_1LMN8p4R1jsS8Ex","anonymous","EN","1","1","2","2",90,"82","78","85","82","93","83","68","68","66","71","68","4","2","30","1","","2","","4","","I use Chat GPT","chatgpt","1","3","12","2","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",90
