StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,value_1_1,value_2_1,mourn_1_1,mourn_2_1,identity_stability_1_1,identity_stability_2_1,app_improvement_1,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,ai_companion_app,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID,change_type,change_prompt
2024-10-07 13:34:49,2024-10-07 13:49:00,0,100,850,1,2024-10-07 13:49:00,R_12EMjpLVSkkehKV,anonymous,EN,1,1,2,2,Anonymized,30,34,19,32,31,26,80,2,44,2,NA,3,NA,5,NA,Alexa,2,1,12,3,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:34:50,2024-10-07 13:49:03,0,100,852,1,2024-10-07 13:49:03,R_7rOh2mtkU6xlvY3,anonymous,EN,NA,1,2,2,Anonymized,90,50,70,42,91,80,99,3,27,2,NA,1,NA,4,NA,ChatGPT,2,3,11,4,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:43:36,2024-10-07 13:49:03,0,100,326,1,2024-10-07 13:49:04,R_5exLpK4IZHbzuqV,anonymous,EN,1,1,2,2,Anonymized,16,19,9,25,15,20,60,1,27,1,NA,3,NA,5,NA,Chat GPT,1,4,3,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:47:17,2024-10-07 13:49:19,0,100,121,1,2024-10-07 13:49:19,R_7vsEfkN0TmW01wJ,anonymous,EN,1,1,2,2,Anonymized,44,53,21,9,29,56,55,3,36,1,NA,6,,3,NA,replika,2,2,6,2,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:44:15,2024-10-07 13:49:23,0,100,308,1,2024-10-07 13:49:24,R_1rNuwY9ZXcsnqYF,anonymous,EN,1,1,2,2,Anonymized,70,50,35,50,0,10,50,1,36,1,NA,3,NA,4,NA,ChatGPT,1,1,6,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:46:45,2024-10-07 13:49:24,0,100,159,1,2024-10-07 13:49:25,R_5v370hv04hQedV6,anonymous,EN,1,1,2,2,Anonymized,69,64,78,38,62,67,60,1,22,1,NA,1,NA,4,NA,Meta,3,1,3,5,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:40:22,2024-10-07 13:49:30,0,100,548,1,2024-10-07 13:49:30,R_72bY25cv2HqjTS7,anonymous,EN,1,1,2,2,Anonymized,70,80,65,70,80,80,78,2,22,4,,4,NA,1,NA,Character ai,3,4,5,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:43:02,2024-10-07 13:50:03,0,100,421,1,2024-10-07 13:50:03,R_18At8XmajQR4p9p,anonymous,EN,NA,1,2,2,Anonymized,34,39,19,33,25,25,50,1,77,2,NA,3,NA,7,NA,Chat GPT AND META AI,2,1,2,3,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:49:22,2024-10-07 13:50:50,0,100,87,1,2024-10-07 13:50:51,R_6QcFTBTS1v1cCw5,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,75,0,100,3,28,1,NA,2,NA,4,NA,kindroid,2,2,6,0,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:44:18,2024-10-07 13:51:09,0,100,411,1,2024-10-07 13:51:10,R_8QGmvnYdAindfHc,anonymous,EN,1,1,2,2,Anonymized,28,34,32,26,79,29,76,2,65,2,NA,1,NA,5,NA,Replika,3,2,10,2,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:50:34,2024-10-07 13:51:22,0,100,48,1,2024-10-07 13:51:22,R_665mySUjczNSifD,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:48:16,2024-10-07 13:51:29,0,100,193,1,2024-10-07 13:51:30,R_1j9eyeo4Hs9bOSG,anonymous,EN,1,1,2,2,Anonymized,50,49,19,21,16,15,58,1,34,1,NA,3,NA,4,NA,ChatGPT,1,2,6,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:49:19,2024-10-07 13:52:09,0,100,169,1,2024-10-07 13:52:10,R_7SKv93YeE3crBmx,anonymous,EN,1,1,2,2,Anonymized,10,0,0,0,70,10,80,1,25,2,NA,1,NA,4,NA,CharacterAI,1,4,3,0.5,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:49:07,2024-10-07 13:52:14,0,100,186,1,2024-10-07 13:52:14,R_6HeFQcw0CWLheKL,anonymous,EN,1,1,2,2,Anonymized,10,25,0,0,15,60,70,2,22,2,NA,3,NA,1,NA,Chat GPT,2,1,3,0,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:42:36,2024-10-07 13:52:42,0,100,605,1,2024-10-07 13:52:42,R_3CPA2gIxLyLh2hh,anonymous,EN,1,1,2,2,Anonymized,86,67,50,85,0,0,50,2,26,1,NA,3,NA,1,NA,Inty ai,2,2,8,3,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:51:37,2024-10-07 13:53:18,0,100,101,1,2024-10-07 13:53:18,R_1rlkKujKY78Z5xn,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:47:54,2024-10-07 13:53:37,0,100,342,1,2024-10-07 13:53:37,R_7ONIX2FCof2vyh3,anonymous,EN,NA,1,2,2,Anonymized,60,50,40,30,70,80,80,2,32,2,NA,4,NA,5,NA,Replika,3,1,8,2,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:53:09,2024-10-07 13:53:39,0,100,29,1,2024-10-07 13:53:39,R_5Lj6BTFil4oEQDi,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:42:37,2024-10-07 13:54:38,0,100,720,1,2024-10-07 13:54:38,R_7jlb2rZz3olU9E3,anonymous,EN,0.800000011920929,1,2,2,Anonymized,40,15,14,6,81,9,91,3,32,1,NA,4,NA,3,NA,characterAI and chatGPT,2,1,8,1,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:54:03,2024-10-07 13:54:43,0,100,39,1,2024-10-07 13:54:43,R_1WTLlGtAF5Qhln6,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:45:57,2024-10-07 13:54:59,0,100,542,1,2024-10-07 13:55:00,R_5XciUnSAurnKDgs,anonymous,EN,1,1,2,2,Anonymized,10,5,3,0,20,20,90,2,27,2,NA,"3,4",NA,3,NA,The ones I am currently using are Replika and Kindroid,2,1,5,1,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:48:35,2024-10-07 13:55:02,0,100,387,1,2024-10-07 13:55:03,R_5VkVjy9xRtOcP2Z,anonymous,EN,1,1,2,2,Anonymized,0,70,40,0,60,50,80,3,27,2,NA,3,NA,3,NA,character ai,3,3,3,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:42:06,2024-10-07 13:55:34,0,100,807,1,2024-10-07 13:55:34,R_7oYKczgk4H8l5Pk,anonymous,EN,0.800000011920929,1,2,2,Anonymized,70,75,65,55,90,80,85,2,23,2,NA,3,NA,4,NA,Cleverbot,1,1,4,4,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:49:26,2024-10-07 13:55:35,0,100,369,1,2024-10-07 13:55:36,R_7CDErNuMPiDenU9,anonymous,EN,1,1,2,2,Anonymized,85,71,91,21,82,100,60,2,25,1,NA,6,,3,NA,REplika,2,2,6,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:52:20,2024-10-07 13:56:16,0,100,236,1,2024-10-07 13:56:16,R_390rUBjpTb3q4PT,anonymous,EN,1,1,2,2,Anonymized,20,0,0,0,40,0,80,1,26,2,NA,3,NA,2,NA,Character AI,1,1,1,0.5,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:53:58,2024-10-07 13:56:22,0,100,143,1,2024-10-07 13:56:23,R_7kKRgsFfWcGiNOx,anonymous,EN,1,1,2,2,Anonymized,30,10,0,0,15,70,100,3,27,1,NA,"1,3",NA,5,NA,Character AI,2,2,1,0.1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:49:03,2024-10-07 13:56:58,0,100,474,1,2024-10-07 13:56:58,R_31QmukKuYSK5xjt,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,0,1,64,2,NA,3,NA,4,NA,Kindroid,1,4,1,1,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:54:48,2024-10-07 13:57:08,0,100,140,1,2024-10-07 13:57:08,R_6EEKvJ920k89LHA,anonymous,EN,1,1,2,2,Anonymized,70,80,40,50,90,50,50,2,47,2,NA,3,NA,5,NA,Replika,1,2,12,3,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:53:14,2024-10-07 13:57:12,0,100,237,1,2024-10-07 13:57:13,R_1BgnkZW21Jr8j5C,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,50,2,32,2,NA,3,NA,1,NA,HiWaifu,2,4,1,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:53:46,2024-10-07 13:57:14,0,100,207,1,2024-10-07 13:57:14,R_1pGlAOdYEQs50Ln,anonymous,EN,1,1,2,2,Anonymized,60,40,50,40,71,60,50,3,23,1,NA,3,NA,3,NA,Character AI,2,1,1,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:55:43,2024-10-07 13:58:13,0,100,150,1,2024-10-07 13:58:14,R_6u1OoyR2bQADTqx,anonymous,EN,NA,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:57:22,2024-10-07 13:59:12,0,100,110,1,2024-10-07 13:59:13,R_3EfHL4rmL2EE0Nh,anonymous,EN,1,1,2,2,Anonymized,27,29,63,41,33,27,75,3,31,1,NA,1,NA,3,NA,Replika,2,1,2,1,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:57:04,2024-10-07 13:59:54,0,100,169,1,2024-10-07 13:59:55,R_3NJOA4MuEiq6vv5,anonymous,EN,1,1,2,2,Anonymized,50,50,0,0,0,0,50,1,33,1,NA,3,NA,3,NA,Character AI,2,2,12,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:58:09,2024-10-07 14:00:23,0,100,134,1,2024-10-07 14:00:23,R_3jpSee0q5uPpDwx,anonymous,EN,1,1,2,2,Anonymized,15,11,0,19,81,50,100,3,19,4,,2,NA,1,NA,janitor AI,3,4,8,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:57:07,2024-10-07 14:00:51,0,100,223,1,2024-10-07 14:00:51,R_3Cea3SDtm5JG0ML,anonymous,EN,1,1,2,2,Anonymized,83,72,72,62,72,86,66,2,57,2,NA,3,NA,4,NA,Chatgpt,3,1,12,8,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:58:35,2024-10-07 14:00:51,0,100,135,1,2024-10-07 14:00:51,R_3ZYjRRJZ1goCFEJ,anonymous,EN,0.699999988079071,1,2,2,Anonymized,60,62,0,0,0,30,50,1,23,2,NA,3,NA,1,NA,Character AI,1,1,1,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:58:28,2024-10-07 14:01:04,0,100,156,1,2024-10-07 14:01:05,R_57J664eFlM6jO9j,anonymous,EN,1,1,2,2,Anonymized,11,11,13,19,69,10,15,2,34,2,NA,3,NA,5,NA,replika,2,1,9,0.25,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:57:26,2024-10-07 14:01:20,0,100,233,1,2024-10-07 14:01:20,R_1u20zI24xncmdwJ,anonymous,EN,0.699999988079071,1,2,2,Anonymized,60,64,64,66,60,59,60,3,75,1,NA,3,NA,7,NA,Replika,1,1,12,2,3,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:57:03,2024-10-07 14:01:34,0,100,271,1,2024-10-07 14:01:34,R_1KUuCdKkQq1Rskx,anonymous,EN,1,1,2,2,Anonymized,62,41,55,3,79,36,91,2,37,1,NA,"3,4",NA,4,NA,Replika,2,4,2,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:57:40,2024-10-07 14:02:12,0,100,271,1,2024-10-07 14:02:12,R_7jYZgKr2GpmHolI,anonymous,EN,1,1,2,2,Anonymized,81,86,68,17,78,77,70,2,19,1,NA,1,NA,3,NA,Replica,2,2,9,4,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:00:05,2024-10-07 14:02:30,0,100,144,1,2024-10-07 14:02:30,R_1YGlf3eTNTzVZdb,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,86,1,46,2,NA,3,NA,4,NA,character ai,1,1,5,1,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:00:17,2024-10-07 14:02:41,0,100,143,1,2024-10-07 14:02:41,R_5VfKpRODOjJZEyy,anonymous,EN,1,1,2,2,Anonymized,37,30,27,15,33,21,86,1,31,2,NA,3,NA,3,NA,Chat ai,2,1,2,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:58:22,2024-10-07 14:02:56,0,100,273,1,2024-10-07 14:02:56,R_66l3SgLXO3v9cbh,anonymous,EN,1,1,2,2,Anonymized,29,18,8,17,51,20,90,2,31,2,NA,"1,2",NA,1,NA,CharacterAI,1,4,12,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:01:48,2024-10-07 14:03:06,0,100,77,1,2024-10-07 14:03:06,R_5lv3hcgktgtGHtJ,anonymous,EN,1,1,1,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:58:44,2024-10-07 14:03:26,0,100,282,1,2024-10-07 14:03:26,R_1fHpMs5ma8etZUL,anonymous,EN,1,1,2,2,Anonymized,73,77,0,0,15,0,100,3,26,1,NA,5,NA,4,NA,character AI,1,1,2,0.5,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:01:45,2024-10-07 14:03:39,0,100,113,1,2024-10-07 14:03:39,R_5jVR99zUUYxmhGt,anonymous,EN,1,1,2,2,Anonymized,70,0,0,0,64,40,80,3,33,1,NA,3,NA,6,NA,Leo,1,2,4,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:02:38,2024-10-07 14:03:41,0,100,63,1,2024-10-07 14:03:42,R_7plIgLXSyLkDqUV,anonymous,EN,1,1,3,2,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:56:43,2024-10-07 14:04:35,0,100,471,1,2024-10-07 14:04:35,R_3FlVMH7e0wtkHKH,anonymous,EN,1,1,2,2,Anonymized,20,29,41,39,40,31,81,2,23,2,NA,3,NA,2,NA,I am currently using ChatGtp and and Alexa,1,1,24,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:54:48,2024-10-07 14:04:45,0,100,597,1,2024-10-07 14:04:46,R_2IhT3cI5EA07sXf,anonymous,EN,1,1,2,2,Anonymized,71,82,0,0,0,0,100,1,28,1,NA,1,NA,4,NA,Replika,2,1,5,3,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:00:58,2024-10-07 14:05:28,0,100,270,1,2024-10-07 14:05:29,R_1qDWcyYhbbPyXsB,anonymous,EN,1,1,2,2,Anonymized,90,34,28,7,20,10,80,2,33,2,NA,1,NA,4,NA,ChatGPT,1,3,14,7,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:03:52,2024-10-07 14:05:47,0,100,114,1,2024-10-07 14:05:47,R_3L5GAYNrtdq4vXH,anonymous,EN,1,1,2,2,Anonymized,7,20,0,0,100,72,100,3,24,2,NA,4,NA,4,NA,ChatGPT,3,4,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:02:52,2024-10-07 14:07:27,0,100,274,1,2024-10-07 14:07:27,R_5ZByjR81JaMQt2x,anonymous,EN,1,1,2,2,Anonymized,0,51,0,0,0,0,50,1,36,1,NA,3,NA,2,NA,Chat GPT,3,4,18,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:06:18,2024-10-07 14:07:27,0,100,69,1,2024-10-07 14:07:27,R_6lF7uyX6ORw6v8n,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 14:02:35,2024-10-07 14:07:56,0,100,320,1,2024-10-07 14:07:56,R_5dlG3BC8OVYhLtj,anonymous,EN,1,1,2,2,Anonymized,82,80,86,83,81,75,83,1,47,2,NA,3,NA,5,NA,MIT,3,3,2,5,4,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:02:52,2024-10-07 14:08:02,0,100,310,1,2024-10-07 14:08:03,R_1PL2wqblFywvATD,anonymous,EN,1,1,2,2,Anonymized,95,90,90,85,100,80,70,2,28,2,NA,3,NA,4,NA,CharacterAI,1,1,1,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:51:55,2024-10-07 14:08:14,0,100,979,1,2024-10-07 14:08:15,R_3bBjBii9ZcJem2t,anonymous,EN,1,1,2,2,Anonymized,64,64,44,57,70,50,61,3,28,2,NA,1,NA,5,NA,Replika,2,3,5,2,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:06:31,2024-10-07 14:08:15,0,100,103,1,2024-10-07 14:08:15,R_3XG06Tu83qRC6bL,anonymous,EN,1,1,2,2,Anonymized,62,51,55,30,36,63,50,2,34,2,NA,1,NA,3,NA,Siri,2,1,9,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:04:48,2024-10-07 14:08:23,0,100,214,1,2024-10-07 14:08:23,R_6ZOHfpB0YkEnTXN,anonymous,EN,1,1,2,2,Anonymized,13,11,9,19,27,11,100,3,25,1,NA,3,NA,1,NA,Character Ai,1,4,3,1,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:06:48,2024-10-07 14:08:53,0,100,125,1,2024-10-07 14:08:54,R_6LnLzTWXlPxe1ax,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,76,0,100,3,20,1,NA,5,NA,3,NA,ChatGpt,1,3,3,2,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:56:53,2024-10-07 14:08:56,0,100,723,1,2024-10-07 14:08:56,R_1flrJQVB9pjuKZU,anonymous,EN,NA,1,2,2,Anonymized,80,50,71,82,70,59,20,3,40,2,NA,1,NA,5,NA,Replika,2,1,3,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:09:32,2024-10-07 14:09:52,0,100,20,1,2024-10-07 14:09:52,R_1hKTE4QRpyB107n,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 14:07:24,2024-10-07 14:09:58,0,100,153,1,2024-10-07 14:09:58,R_2SyOkXgvQIqOJs5,anonymous,EN,1,1,1,2,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 14:08:50,2024-10-07 14:10:51,0,100,121,1,2024-10-07 14:10:52,R_7JPFqeSiAGTywoT,anonymous,EN,1,1,2,2,Anonymized,81,82,50,50,94,81,100,2,27,1,NA,5,NA,4,NA,Replika,2,2,2,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:03:02,2024-10-07 14:11:20,0,100,498,1,2024-10-07 14:11:21,R_7DTZ7HA8674pqrh,anonymous,EN,1,1,2,2,Anonymized,64,63,11,8,73,63,25,2,37,1,NA,1,NA,5,NA,ChatGPT,3,3,3,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:10:01,2024-10-07 14:11:45,0,100,104,1,2024-10-07 14:11:46,R_1I9jvzP9lbFKEH7,anonymous,EN,1,1,2,2,Anonymized,67,71,65,75,74,73,70,2,19,1,NA,3,NA,3,NA,CHARACTERAI,2,1,3,0.5,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:00:47,2024-10-07 14:11:47,0,100,659,1,2024-10-07 14:11:47,R_7kuYvZ9TAZbA86n,anonymous,EN,1,1,2,2,Anonymized,60,18,6,0,0,20,100,3,73,2,NA,3,NA,3,NA,replika,1,1,5,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:08:08,2024-10-07 14:11:55,0,100,226,1,2024-10-07 14:11:56,R_7VOOCssxsuS7vm0,anonymous,EN,1,1,2,2,Anonymized,20,26,20,20,75,69,80,3,63,2,NA,3,NA,5,NA,Chat GPT,3,3,3,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
