StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,aicomp_name,disap_1_aicomp_1,disap_2_aicomp_1,mourn_1_aicomp_1,mourn_2_aicomp_1,mhealth_1_aicomp_1,mhealth_2_aicomp_1,freq_aicomp,app_name,disap_1_app_1,disap_2_app_1,mourn_1_app_1,mourn_2_app_1,mhealth_1_app_1,mhealth_2_app_1,freq_app,brand_name,disap_1_brand_1,disap_2_brand_1,mourn_1_brand_1,mourn_2_brand_1,mhealth_1_brand_1,mhealth_2_brand_1,freq_brand,game_name,disap_1_game_1,disap_2_game_1,mourn_1_game_1,mourn_2_game_1,mhealth_1_game_1,mhealth_2_game_1,freq_game,voice_name,disap_1_voice_1,disap_2_voice_1,mourn_1_voice_1,mourn_2_voice_1,mhealth_1_voice_1,mhealth_2_voice_1,freq_voice,pet_name,disap_1_pet_1,disap_2_pet_1,mourn_1_pet_1,mourn_2_pet_1,mhealth_1_pet_1,mhealth_2_pet_1,freq_pet,car_name,disap_1_car_1,disap_2_car_1,mourn_1_car_1,mourn_2_car_1,mhealth_1_car_1,mhealth_2_car_1,freq_car,open_ended,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID
2024-11-02 20:20:24,2024-11-02 20:30:14,0,100,590,1,2024-11-02 20:30:15,R_3dten2GVtc9AZnm,anonymous,EN,1,1,2,2,Anonymized,,35,10,5,0,0,0,5,,50,30,0,0,5,0,4.5,,65,70,50,0,0,75,0.5,,70,50,60,10,40,0,6,,25,10,0,0,0,0,0.5,,100,100,100,100,100,100,84,,100,100,90,95,20,10,2.5,,1,33,2,NA,4,NA,2,NA,2,1,3,2,1,Anonymized
2024-11-02 20:13:44,2024-11-02 20:31:31,0,100,1066,1,2024-11-02 20:31:31,R_5IM9SOfR8ZNrjK9,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,100,100,0,0,0,0,30,,50,50,0,0,0,0,2,,100,100,0,0,0,0,10,,50,50,0,0,0,0,1,,100,100,75,0,75,75,10,,100,100,0,0,50,0,20,,2,40,1,NA,3,NA,1,NA,2,1,0,0,1,Anonymized
2024-11-02 20:26:49,2024-11-02 20:37:47,0,100,658,1,2024-11-02 20:37:48,R_7UXlqrFPMgm3Pt5,anonymous,EN,1,1,2,2,Anonymized,,100,100,0,0,0,0,20,,100,80,0,0,0,0,30,,0,0,0,0,0,0,5,,50,0,0,0,0,0,10,,81,66,0,0,0,0,1,,100,100,100,100,100,100,30,,0,0,0,0,0,0,6,N/A,1,40,1,NA,"3,4,5",NA,5,NA,2,1,14,3,1,Anonymized
2024-11-02 20:22:46,2024-11-02 20:38:17,0,100,931,1,2024-11-02 20:38:18,R_5fWUDqsp4Qfkog1,anonymous,EN,1,1,2,2,Anonymized,,90,70,60,30,30,40,20,,90,80,70,40,20,30,9,,40,40,10,10,0,40,7,,100,100,70,30,20,40,10,,60,60,0,0,0,0,9,,100,80,100,40,70,70,20,,80,70,30,10,60,40,20,,1,23,2,NA,1,NA,1,NA,3,4,3,20,2,Anonymized
2024-11-02 20:26:14,2024-11-02 20:43:19,0,100,1025,1,2024-11-02 20:43:19,R_2EEG84EeyrAL7rW,anonymous,EN,1,1,2,2,Anonymized,,100,100,95,40,70,90,10,,100,100,14,9,6,3,5,,80,95,0,5,1,1,10,,100,100,71,39,60,71,10,,100,95,36,9,40,6,5,,100,100,100,91,100,100,10,,100,100,100,71,90,92,20,,2,34,1,NA,1,NA,6,NA,1,4,6,3,2,Anonymized
2024-11-02 20:17:27,2024-11-02 20:44:27,0,100,1619,1,2024-11-02 20:44:27,R_3F4kcPxVyTGXyrF,anonymous,EN,1,1,2,2,Anonymized,,7,3,2,7,1,7,8,,2,1,1,0,1,3,10,,30,22,18,19,16,19,10,,1,3,3,0,2,2,8,,7,3,1,2,4,4,16,,26,27,15,12,21,22,10,,40,38,39,42,42,42,20,,1,29,2,NA,3,NA,5,NA,2,1,6,2,2,Anonymized
2024-11-02 20:19:22,2024-11-02 20:45:16,0,100,1554,1,2024-11-02 20:45:16,R_77Pw1F9QQB8kZx1,anonymous,EN,1,1,2,2,Anonymized,,100,100,25,0,0,10,3,,100,100,0,0,0,0,2,,100,100,0,0,0,0,4,,95,15,10,0,0,5,4,,100,100,0,0,0,0,3,,100,100,100,40,40,41,15,,100,100,0,0,30,0,4,,1,50,2,NA,3,NA,4,NA,1,1,48,1,1,Anonymized
2024-11-02 20:35:23,2024-11-02 20:46:19,0,100,656,1,2024-11-02 20:46:20,R_1tExrDmu49GiI9Y,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,,62,57,13,35,31,26,2,,72,73,66,26,67,74,4,,85,80,81,60,71,73,5,,78,75,20,12,62,60,3,,68,59,7,5,3,5,0.4,,95,91,98,61,94,87,20,,80,81,59,18,74,64,3,,1,21,1,NA,3,NA,3,NA,1,1,1,1,1,Anonymized
2024-11-02 20:44:12,2024-11-02 20:51:59,0,100,466,1,2024-11-02 20:52:00,R_1fwy5QkkwBgFING,anonymous,EN,1,1,2,2,Anonymized,,47,53,55,0,8,8,2,,100,100,93,27,62,73,18,,28,10,13,0,0,0,15,,65,40,64,0,13,0,8,,26,14,5,0,0,0,10,,100,80,100,62,68,60,30,,73,56,60,0,0,0,10,,1,37,2,NA,3,NA,2,NA,2,4,13,2,1,Anonymized
2024-11-02 20:50:39,2024-11-02 20:56:29,0,100,349,1,2024-11-02 20:56:29,R_5gSCxDDyegKz5mw,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,3,,0,0,0,0,0,0,5,,0,8,5,7,0,9,1,,85,67,84,19,51,9,10,,0,56,0,0,0,0,2,,100,100,100,72,100,100,43,,12,7,5,12,7,0,10,,1,22,3,NA,6,,1,NA,1,1,3,1,1,Anonymized
2024-11-02 20:51:36,2024-11-02 20:59:16,0,100,460,1,2024-11-02 20:59:17,R_1IKhiiAzhTAu7pT,anonymous,EN,1,1,2,2,Anonymized,,72,19,9,0,0,0,3,,72,9,18,0,0,0,10,,82,61,0,0,0,0,2,,71,60,40,3,0,0,10,,0,0,0,0,0,0,1,,84,60,91,19,40,0,5,,92,81,71,0,0,4,15,,1,19,1,NA,3,NA,3,NA,2,3,5,1,1,Anonymized
2024-11-02 20:51:09,2024-11-02 21:06:18,0,100,908,1,2024-11-02 21:06:18,R_6pcfrTQ0HZFWdzp,anonymous,EN,1,1,2,2,Anonymized,,100,100,0,0,0,0,1,,100,100,100,0,0,0,2,,100,100,100,0,0,0,40,,100,100,0,0,0,0,2,,100,100,100,0,0,0,2,,100,100,100,50,100,68,40,,100,100,100,0,0,0,4,,1,71,2,NA,3,NA,1,NA,3,1,12,1,1,Anonymized
2024-11-02 21:01:18,2024-11-02 21:08:09,0,100,411,1,2024-11-02 21:08:10,R_7CdLQpxWX25XiKO,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,1,,79,85,0,0,63,10,5,,0,0,0,0,0,0,6,,44,0,1,0,0,0,2,,73,73,0,0,0,0,1,,100,100,100,37,100,100,6,,89,87,70,14,59,17,3,,1,26,2,NA,3,NA,3,NA,2,1,5,1,1,Anonymized
2024-11-02 21:02:03,2024-11-02 21:09:07,0,100,423,1,2024-11-02 21:09:07,R_6kdkVYPE5sGMmnf,anonymous,EN,1,1,2,2,Anonymized,,85,82,69,32,29,24,7,,100,81,81,40,63,82,14,,36,29,27,33,37,25,7,,93,94,87,22,31,28,7,,77,85,64,25,19,18,7,,84,81,100,87,100,100,42,,93,91,87,88,97,97,28,,1,27,1,NA,"4,5",NA,4,NA,3,4,12,2,1,Anonymized
2024-11-02 21:06:01,2024-11-02 21:12:26,0,100,384,1,2024-11-02 21:12:26,R_5BEw8aSPYvvwNGh,anonymous,EN,1,1,2,2,Anonymized,,65,58,0,0,0,0,5,,100,100,100,54,93,74,60,,0,20,60,5,37,0,3,,52,51,53,0,0,0,0,,90,100,69,0,59,4,8,,100,100,100,100,100,100,30,,100,100,66,8,64,82,10,,1,34,2,NA,3,NA,3,NA,1,3,6,1,4,Anonymized
2024-11-02 21:05:29,2024-11-02 21:15:15,0,100,586,1,2024-11-02 21:15:16,R_1KlQsgKc4HoyMao,anonymous,EN,1,1,2,2,Anonymized,,87,12,33,9,5,5,5,,73,34,19,12,11,6,3,,16,6,8,6,7,5,2,,24,7,5,1,5,2,10,,68,5,3,5,9,10,2,,100,100,100,27,100,100,10,,98,80,93,22,22,22,10,,1,22,2,NA,4,NA,4,NA,1,3,2,2,1,Anonymized
2024-11-02 21:00:38,2024-11-02 21:15:29,0,100,890,1,2024-11-02 21:15:30,R_1WjvBE0F7l2jSiR,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,1,,88,87,77,49,72,71,10,,73,74,55,0,0,0,6,,93,68,92,25,84,79,12,,17,36,0,0,0,0,2,,100,100,100,100,100,100,80,,83,89,83,15,93,72,8,,1,39,2,NA,3,NA,1,NA,2,1,3,1,1,Anonymized
2024-11-02 21:21:52,2024-11-02 21:28:09,0,100,376,1,2024-11-02 21:28:09,R_51Y1msnDzOwp4Xt,anonymous,EN,1,1,2,2,Anonymized,,100,63,68,78,67,100,20,,100,100,100,100,100,100,50,,100,86,100,31,0,0,1,,30,30,100,70,0,0,15,,73,100,79,0,0,0,5,,100,100,100,100,100,100,100,,0,0,0,0,0,0,4,N/A,1,21,2,NA,1,NA,3,NA,1,4,12,3,2,Anonymized
2024-11-02 21:06:38,2024-11-02 21:31:55,0,100,1517,1,2024-11-02 21:31:56,R_5d4e8mqIZjftmnU,anonymous,EN,1,1,2,2,Anonymized,,50,50,0,0,0,0,0,,97,87,79,34,50,50,10,,88,24,15,24,9,36,5,,88,90,66,5,14,7,15,,63,33,34,0,11,6,1,,100,100,100,63,81,73,20,,90,89,0,0,19,0,7,,1,22,2,NA,1,NA,3,NA,2,4,0,0,1,Anonymized
2024-11-02 21:28:28,2024-11-02 21:35:04,0,100,395,1,2024-11-02 21:35:05,R_7PqGHrYuMKjNlKN,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,100,100,100,90,100,100,6,,100,100,75,0,0,30,2,,100,100,100,100,100,100,5,,0,0,0,0,0,0,0,,100,100,100,100,100,100,12,,100,75,72,0,28,26,8,,1,25,2,NA,1,NA,4,NA,2,1,0,0,1,Anonymized
2024-11-02 21:37:32,2024-11-02 21:44:43,0,100,431,1,2024-11-02 21:44:44,R_1jK5smWlYz4aCtH,anonymous,EN,1,1,2,2,Anonymized,,10,8,5,6,7,4,6,,6,2,3,4,5,4,8,,5,3,5,7,3,2,10,,6,4,4,4,5,5,8,,8,5,2,2,3,2,14,,21,23,33,34,35,28,8,,36,41,42,42,42,46,16,,1,38,2,NA,3,NA,5,NA,2,1,5,2,1,Anonymized
2024-11-02 21:37:20,2024-11-02 21:45:21,0,100,481,1,2024-11-02 21:45:21,R_6fieOVHYitY593X,anonymous,EN,1,1,2,2,Anonymized,,82,59,73,57,38,60,2,,97,98,91,38,72,72,14,,71,63,70,21,20,37,9,,100,76,85,42,76,69,7,,77,21,69,16,30,25,0,,100,100,100,80,82,88,7,,92,92,88,36,89,84,5,,1,22,2,NA,2,NA,4,NA,3,1,12,1,1,Anonymized
2024-11-02 21:36:02,2024-11-02 21:53:59,0,100,1077,1,2024-11-02 21:54:00,R_3IEqGVKARacW57i,anonymous,EN,1,1,2,2,Anonymized,,70,50,35,15,30,10,8,,75,80,30,12,15,25,18,,66,60,25,10,5,25,4,,35,40,20,15,10,5,10,,60,60,8,10,0,2,1,,70,70,95,30,60,35,16,,70,65,50,10,45,5,5,,1,48,1,NA,3,NA,2,NA,2,1,18,1.5,1,Anonymized
2024-11-02 21:53:48,2024-11-02 21:54:21,0,100,33,1,2024-11-02 21:54:22,R_5phvQizGwJgBYcQ,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 21:48:28,2024-11-02 21:56:03,0,100,454,1,2024-11-02 21:56:03,R_3m7yL3ZW8g5eqiZ,anonymous,EN,1,1,2,2,Anonymized,,9,0,0,0,0,0,3,,76,73,0,0,21,0,2,,0,0,0,0,0,0,1,,0,0,0,0,0,0,2,,0,0,0,0,0,0,2,,10,5,23,0,0,0,2,,0,0,0,0,0,0,10,,1,50,1,NA,3,NA,3,NA,3,4,24,1,1,Anonymized
2024-11-02 21:40:41,2024-11-02 21:57:10,0,100,988,1,2024-11-02 21:57:10,R_5npx7TGDeJRrT57,anonymous,EN,1,1,2,2,Anonymized,,24,45,37,35,59,43,15,,17,26,77,70,32,89,8,,62,69,35,66,66,64,12,,14,27,71,73,27,20,14,,39,30,75,63,63,62,10,,32,34,56,32,38,57,10,,61,59,62,39,33,64,10,,2,33,2,NA,3,NA,5,NA,2,2,120,3,3,Anonymized
2024-11-02 21:46:08,2024-11-02 21:57:20,0,100,671,1,2024-11-02 21:57:20,R_3Ynuop21jOmDUBR,anonymous,EN,1,1,2,2,Anonymized,N/A,50,50,50,50,50,50,0,,100,61,80,60,20,30,30,,0,0,25,0,0,0,1.5,,100,61,100,20,30,15,10,,9,0,15,0,0,0,0.1,,100,90,60,60,70,50,50,,70,100,80,70,80,81,20,N/A,1,23,2,NA,2,NA,4,NA,3,4,0,0,1,Anonymized
2024-11-02 21:54:03,2024-11-02 22:00:27,0,100,384,1,2024-11-02 22:00:28,R_1BtW9lKZlFgyX0q,anonymous,EN,1,1,2,2,Anonymized,,70,71,8,9,60,8,2,,70,70,8,7,8,7,10,,58,60,54,5,4,6,2,,59,60,6,6,6,5,6,,58,59,4,5,4,3,2,,91,92,91,66,90,90,20,,81,81,72,18,81,81,20,N/A,1,33,1,NA,3,NA,5,NA,2,4,7,2,1,Anonymized
2024-11-02 21:56:18,2024-11-02 22:02:51,0,100,393,1,2024-11-02 22:02:52,R_5rOfpm4GNFEnnzz,anonymous,EN,1,1,2,2,Anonymized,,84,100,66,7,13,14,2,,100,81,76,33,58,60,5,,92,53,69,6,16,7,2,,69,58,88,27,30,32,4,,77,77,71,27,39,43,1,,100,85,95,63,64,72,30,,94,62,96,16,28,18,4,,1,35,1,NA,4,NA,4,NA,1,1,1,1,1,Anonymized
2024-11-02 21:57:08,2024-11-02 22:06:35,0,100,567,1,2024-11-02 22:06:35,R_7FP6HEeDygJUGQ4,anonymous,EN,1,1,2,2,Anonymized,N/A,50,50,50,50,50,50,0,,100,100,70,60,100,80,25,,0,0,0,0,0,0,100,,75,75,60,0,0,0,5,,0,65,0,0,0,0,0.5,,100,85,100,80,85,90,25,,0,0,0,0,0,0,7,N/A,1,25,1,NA,3,NA,3,NA,2,4,1,0.5,1,Anonymized
2024-11-02 21:44:54,2024-11-02 22:07:40,0,100,1366,1,2024-11-02 22:07:41,R_3L59oaZkRq4yGTP,anonymous,EN,1,1,2,2,Anonymized,,60,0,20,0,0,0,15,,100,100,100,10,100,70,30,,0,0,0,0,0,0,10,,100,20,80,0,0,0,20,,0,0,0,0,0,0,3,,0,0,91,70,60,60,13,,100,100,0,0,100,100,20,,1,31,1,NA,"2,3",NA,3,NA,2,2,2,3,2,Anonymized
2024-11-02 22:19:34,2024-11-02 22:31:48,0,100,733,1,2024-11-02 22:31:49,R_7zImzMEQDb6xaq7,anonymous,EN,1,1,2,2,Anonymized,,55,15,0,0,5,0,0.25,,84,65,55,5,27,19,3,,80,70,65,15,45,55,14,,0,0,0,0,0,0,0,,61,45,0,0,0,0,0.10,,100,55,100,100,100,100,56,,60,57,0,0,0,0,3,,1,56,2,NA,3,NA,5,NA,3,3,6,0.05,1,Anonymized
2024-11-02 22:27:33,2024-11-02 22:35:52,0,100,498,1,2024-11-02 22:35:52,R_5doK9O1TI9dCqP6,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,0,100,0,0,0,0,4,,0,0,0,0,0,0,2,,100,100,100,100,100,100,12,,0,0,100,0,0,0,5,,0,0,100,50,50,50,12,,100,100,100,50,50,50,6,,1,41,1,NA,3,NA,1,NA,1,1,0,0,1,Anonymized
2024-11-02 22:36:02,2024-11-02 22:46:03,0,100,601,1,2024-11-02 22:46:03,R_7XNc7Rc8iMbqqUV,anonymous,EN,1,1,2,2,Anonymized,,63,63,0,0,0,0,1,,76,63,27,8,25,24,2,,53,75,9,9,7,11,1,,79,71,60,8,34,10,1,,68,61,15,16,17,1,1,,100,94,100,73,81,82,20,,71,69,26,23,27,24,4,,1,40,2,NA,3,NA,4,NA,2,3,2,1,1,Anonymized
2024-11-02 22:00:30,2024-11-02 22:48:43,0,100,2893,1,2024-11-02 22:48:43,R_3rThTKOLOMK1wdj,anonymous,EN,1,1,2,2,Anonymized,,67,62,0,0,0,0,2,,78,57,0,0,0,0,3,,82,82,18,19,21,16,4,,69,36,61,0,0,0,1,,81,93,60,7,11,9,2,,100,100,100,100,100,100,28,,79,39,0,1,0,0,10,N/A,2,32,2,NA,5,NA,4,NA,2,3,1,1,1,Anonymized
2024-11-02 22:27:05,2024-11-02 22:51:49,0,100,1484,1,2024-11-02 22:51:50,R_771KJJE9kZDZELD,anonymous,EN,1,1,2,2,Anonymized,,80,85,75,5,5,5,3,,100,100,80,60,70,60,3,,80,65,70,15,25,20,60,,80,60,30,0,5,0,1,,50,30,30,0,0,0,1,,100,100,100,100,100,100,80,,100,90,95,50,50,50,5,,1,38,1,NA,3,NA,1,NA,2,1,8,0,1,Anonymized
2024-11-02 22:54:30,2024-11-02 22:55:42,0,100,72,1,2024-11-02 22:55:43,R_10cbaQFIQiSGc2l,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 22:46:50,2024-11-02 22:57:44,0,100,653,1,2024-11-02 22:57:45,R_7Okn00VQ5R6tnh4,anonymous,EN,1,1,2,2,Anonymized,,85,88,0,47,34,26,10,,100,100,100,70,65,62,15,,26,6,71,5,5,7,100,,80,18,100,4,28,30,10,,17,13,24,0,0,0,8,,100,100,100,100,100,100,120,,25,0,78,13,0,0,20,,1,43,2,NA,1,NA,4,NA,2,3,6,2,1,Anonymized
2024-11-02 22:45:05,2024-11-02 23:01:14,0,100,969,1,2024-11-02 23:01:15,R_1hKefF7MEXMQwA4,anonymous,EN,1,1,2,2,Anonymized,,80,58,49,0,0,0,5,,100,100,100,0,0,0,14,,0,0,14,0,0,0,40,,100,33,100,0,0,0,2,,0,0,0,0,0,0,1,,100,100,100,100,100,100,21,,0,0,0,0,0,0,5,,1,42,2,NA,3,NA,1,NA,3,1,6,1,1,Anonymized
2024-11-02 22:53:57,2024-11-02 23:05:18,0,100,681,1,2024-11-02 23:05:18,R_3fZUXsuUonDJNTv,anonymous,EN,1,1,2,2,Anonymized,N/A,0,0,0,0,0,0,0,,100,100,86,10,0,0,5,,9,10,5,0,0,0,5,,100,100,71,15,0,0,2,,100,97,100,13,10,0,1,,100,100,100,73,91,73,35,,100,100,60,15,50,0,5,,1,23,2,NA,3,NA,4,NA,3,1,0,0,1,Anonymized
2024-11-02 23:05:27,2024-11-02 23:16:21,0,100,654,1,2024-11-02 23:16:21,R_3MARMQEb7vMthk2,anonymous,EN,1,1,2,2,Anonymized,,100,100,100,100,100,100,5,,100,100,100,100,100,100,10,,100,100,100,100,100,100,10,,100,100,100,100,100,100,8,,100,100,100,100,100,100,20,,100,100,100,100,100,100,10,,100,100,100,100,100,100,30,,1,32,1,NA,3,NA,5,NA,3,3,10,40,4,Anonymized
2024-11-02 23:20:43,2024-11-02 23:27:22,0,100,398,1,2024-11-02 23:27:22,R_1wST4yQGUFqvmI9,anonymous,EN,1,1,2,2,Anonymized,,58,62,15,0,0,0,2,,80,74,33,11,28,10,3,,37,31,8,0,0,0,1,,76,74,15,7,10,8,4,,82,75,63,9,5,7,3,,100,87,100,91,100,97,20,,95,89,59,33,65,63,10,,1,37,2,NA,3,NA,3,NA,2,1,12,1,1,Anonymized
2024-11-02 23:27:11,2024-11-02 23:39:06,0,100,714,1,2024-11-02 23:39:07,R_6qKUu6SVnPAa5YP,anonymous,EN,1,1,2,2,Anonymized,,24,36,24,16,50,29,12,,11,50,50,24,42,15,16,,22,10,20,50,16,19,2,,50,50,50,73,78,50,5,,10,1,16,74,87,87,9,,22,26,20,50,50,50,12,,50,50,50,50,50,50,10,,2,35,2,NA,3,NA,5,NA,2,2,5,2,2,Anonymized
2024-11-02 23:29:16,2024-11-02 23:41:18,0,100,721,1,2024-11-02 23:41:18,R_5KXtoTzjXqAoVG1,anonymous,EN,1,1,2,2,Anonymized,,16,22,15,18,15,14,6,,8,6,3,2,2,10,30,,50,16,10,11,31,17,20,,50,54,41,32,18,32,1,,50,63,10,12,24,10,20,,66,64,57,50,50,65,14,,35,23,20,13,23,8,20,,1,31,1,NA,3,NA,5,NA,1,2,10,3,1,Anonymized
2024-11-02 23:34:00,2024-11-02 23:43:11,0,100,550,1,2024-11-02 23:43:11,R_32E5LG6y5HhsgYO,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,,60,61,0,0,0,0,0,,90,80,0,0,0,6,4,,98,96,0,0,8,20,5,,50,50,0,0,0,0,1,,5,0,0,0,0,0,1,,90,75,80,5,0,0,6,,75,50,0,0,0,0,1,,1,47,1,NA,1,NA,5,NA,2,1,8,1,1,Anonymized
2024-11-02 23:40:23,2024-11-02 23:50:09,0,100,585,1,2024-11-02 23:50:10,R_3QMj8iXAeK2BRyF,anonymous,EN,1,1,2,2,Anonymized,,58,0,0,0,0,0,0.5,,80,0,63,0,0,0,7,,0,0,0,0,0,0,10,,98,96,100,0,0,0,3,,0,0,0,0,0,0,0.2,,100,100,100,100,100,100,15,,100,100,100,0,100,80,5,,1,29,2,NA,3,NA,4,NA,1,2,1,0.2,1,Anonymized
2024-11-02 23:52:05,2024-11-03 00:01:34,0,100,568,1,2024-11-03 00:01:34,R_7DVz9H0ewmnHyYF,anonymous,EN,1,1,2,2,Anonymized,,70,60,60,0,0,0,3,,85,80,70,0,10,0,8,,10,20,10,0,0,0,27,,40,50,75,0,0,10,7,,0,0,10,0,0,0,1,,100,100,100,40,80,60,24,,90,90,70,10,40,70,12,,1,27,1,NA,3,NA,4,NA,2,4,2,1,2,Anonymized
2024-11-02 23:35:10,2024-11-03 00:02:09,0,100,1619,1,2024-11-03 00:02:10,R_3Yajy1Xfyxcw653,anonymous,EN,1,1,2,2,Anonymized,,100,100,100,100,100,100,6,,100,100,100,100,100,100,5,,100,100,100,100,100,100,4,,100,100,100,100,100,100,5,,100,100,100,100,100,100,9,,100,100,100,100,100,100,7,,100,100,100,100,100,100,6,,2,32,2,NA,3,NA,5,NA,3,3,5,30,4,Anonymized
2024-11-02 23:29:04,2024-11-03 00:05:10,0,100,2166,1,2024-11-03 00:05:10,R_6fYMjvoCI8xtead,anonymous,EN,1,1,2,2,Anonymized,,88,84,70,51,50,47,9,,87,78,73,59,60,62,8,,86,72,70,60,60,59,5,,79,70,76,55,58,56,5,,93,91,76,79,63,58,9,,98,95,84,69,77,88,7,,94,88,91,80,81,74,7,,1,30,2,NA,3,NA,5,NA,2,3,6,2,2,Anonymized
2024-11-03 00:05:42,2024-11-03 00:14:44,0,100,541,1,2024-11-03 00:14:45,R_1qNCLAEgX5GyfDM,anonymous,EN,1,1,2,2,Anonymized,,80,90,75,0,0,29,3,,80,100,81,39,38,40,10,,61,64,80,0,55,0,30,,100,100,100,54,56,40,3,,10,0,0,0,0,0,0,,100,100,100,100,100,100,40,,56,56,0,0,0,0,4,,1,27,2,NA,3,NA,5,NA,1,2,8,0.5,2,Anonymized
2024-11-02 23:47:58,2024-11-03 00:15:45,0,100,1667,1,2024-11-03 00:15:46,R_7Y4UdFzqraijn4W,anonymous,EN,1,1,2,2,Anonymized,,66,50,56,50,55,53,12,,50,44,50,53,46,46,14,,15,50,44,50,39,50,8,,1,5,8,13,5,6,0,,50,54,48,50,45,50,12,,85,74,68,39,70,50,20,,55,73,48,45,54,52,15,,1,33,1,NA,3,NA,5,NA,2,2,5,1,1,Anonymized
2024-11-03 00:22:43,2024-11-03 00:31:18,0,100,514,1,2024-11-03 00:31:18,R_7J3p5MAAM0mH1At,anonymous,EN,1,1,2,2,Anonymized,,59,71,52,24,22,15,2,,81,81,63,14,38,30,1,,79,70,58,56,60,52,34,,100,100,100,95,88,91,34,,36,18,2,0,0,0,0,,100,100,100,62,100,100,33,,100,90,94,32,90,97,20,,1,19,1,NA,3,NA,3,NA,1,3,12,1,1,Anonymized
2024-11-03 00:27:38,2024-11-03 00:38:20,0,100,642,1,2024-11-03 00:38:21,R_6pfH0VItRwynRWH,anonymous,EN,1,1,2,2,Anonymized,,100,100,100,100,100,100,3,,100,100,100,100,100,100,5,,100,100,100,100,100,100,3,,100,100,100,100,100,100,3,,100,100,100,100,100,100,4,,100,100,100,100,100,100,4,,100,100,100,100,100,100,2,,2,45,1,NA,3,NA,5,NA,3,3,4,30,4,Anonymized
2024-11-03 00:01:16,2024-11-03 00:41:53,0,100,2437,1,2024-11-03 00:41:54,R_7psXKSq2Xi3FXC9,anonymous,EN,1,1,2,2,Anonymized,,90,90,70,60,30,30,15,,100,100,20,60,70,40,7,,60,60,60,10,30,30,10,,80,70,60,40,30,40,10,,100,90,60,60,40,30,20,,90,90,80,60,30,60,40,,100,90,60,60,30,40,10,,1,25,2,NA,1,NA,4,NA,1,3,6,2,1,Anonymized
2024-11-03 00:38:38,2024-11-03 00:52:27,0,100,829,1,2024-11-03 00:52:28,R_3rkMyuXWoNTv97e,anonymous,EN,0.800000011920929,1,2,2,Anonymized,,73,65,64,81,70,78,9,,82,81,87,75,71,70,20,,71,80,74,82,72,67,6,,74,87,81,68,68,66,32,,80,61,65,63,74,67,10,,96,86,69,72,86,77,6,,77,70,69,69,80,75,15,,2,39,1,NA,3,NA,5,NA,3,1,12,2,2,Anonymized
2024-11-03 01:13:31,2024-11-03 01:21:14,0,100,463,1,2024-11-03 01:21:15,R_7dWFJMUxFtf9DBj,anonymous,EN,1,1,2,2,Anonymized,,73,61,56,0,0,0,4,,100,81,94,0,99,6,10,,74,85,80,0,0,0,2,,100,0,100,7,69,0,4,,0,0,0,0,0,0,0.5,,100,0,100,100,100,100,10,,100,100,83,0,90,73,9,,1,23,2,NA,3,NA,4,NA,2,3,12,2,1,Anonymized
2024-11-03 01:33:22,2024-11-03 01:39:45,0,100,382,1,2024-11-03 01:39:45,R_3Q7fPjGwjV95SrD,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,100,100,100,11,39,26,6,,30,8,12,0,0,0,1,,97,94,100,27,37,35,6,,13,47,0,0,0,0,0.5,,100,81,100,88,100,100,55,,61,56,16,0,0,0,1.5,N/A,1,20,2,NA,4,NA,1,NA,3,4,0,0,1,Anonymized
