"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent","att_1","att_2","prolific_id","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","prolific_id_anon"
"4425","2024-01-31 13:26:26","2024-01-31 13:27:19","IP Address","100","53","True","2024-01-31 13:27:20","R_6BYp3jWJaQdVTdg","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2510,"no","no","no","no","no","yes","yes","yes","no",2510
"4426","2024-01-31 13:26:41","2024-01-31 13:27:35","IP Address","100","53","True","2024-01-31 13:27:36","R_3gOw0EJT8AYZ2Aj","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5510,"yes","yes","no","yes","no","no","yes","no","no",5510
"4427","2024-01-31 13:26:46","2024-01-31 13:27:37","IP Address","100","51","True","2024-01-31 13:27:38","R_6HvRlhNlEDRFuIc","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1845,"yes","no","no","yes","yes","yes","yes","no","no",1845
"4428","2024-01-31 13:26:27","2024-01-31 13:27:42","IP Address","100","74","True","2024-01-31 13:27:43","R_1JatcDngiIfORCy","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1573,"no","no","no","yes","no","no","no","no","no",1573
"4429","2024-01-31 13:26:12","2024-01-31 13:27:48","IP Address","100","96","True","2024-01-31 13:27:49","R_7L5Rodu1DzUzZcb","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7158,"yes","yes","yes","yes","yes","no","yes","no","no",7158
"4430","2024-01-31 13:25:50","2024-01-31 13:27:51","IP Address","100","121","True","2024-01-31 13:27:52","R_7Qzqbamlnbkg7OK","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3884,"no","yes","no","yes","yes","yes","yes","no","no",3884
"4431","2024-01-31 13:26:57","2024-01-31 13:27:52","IP Address","100","54","True","2024-01-31 13:27:52","R_5GgRT7j5IAhORtD","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7297,"yes","yes","yes","yes","yes","yes","yes","yes","no",7297
"4432","2024-01-31 13:26:50","2024-01-31 13:28:04","IP Address","100","74","True","2024-01-31 13:28:05","R_533As9unhJSaAvT","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2697,"yes","no","no","yes","yes","yes","yes","no","no",2697
"4433","2024-01-31 13:28:25","2024-01-31 13:29:34","IP Address","100","69","True","2024-01-31 13:29:35","R_67KchcWtEwTWfnE","anonymous","EN","1","I agree to participate in this study","Paul","Purple",100,"no","no","yes","yes","yes","no","yes","no","no",100
"4434","2024-01-31 13:28:29","2024-01-31 13:29:39","IP Address","100","70","True","2024-01-31 13:29:40","R_6vIEcTsTtGNQYrn","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4687,"yes","yes","no","no","no","yes","yes","no","no",4687
"4435","2024-01-31 13:29:05","2024-01-31 13:29:57","IP Address","100","51","True","2024-01-31 13:29:58","R_3uP4WBKL8L1wzOF","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2190,"yes","no","no","yes","no","yes","yes","no","no",2190
"4436","2024-01-31 13:28:45","2024-01-31 13:30:07","IP Address","100","82","True","2024-01-31 13:30:07","R_5YWyLgKrzREQX1X","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4697,"no","no","no","yes","yes","no","yes","no","no",4697
"4437","2024-01-31 13:29:29","2024-01-31 13:30:21","IP Address","100","52","True","2024-01-31 13:30:22","R_3ONnGaZKNzYlZso","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5982,"yes","no","yes","yes","yes","no","yes","no","no",5982
"4438","2024-01-31 13:29:56","2024-01-31 13:30:48","IP Address","100","52","True","2024-01-31 13:30:50","R_6b3GyYCXcAyf3hr","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2626,"yes","yes","no","yes","yes","yes","yes","yes","yes",2626
"4439","2024-01-31 13:29:31","2024-01-31 13:30:55","IP Address","100","83","True","2024-01-31 13:30:55","R_3kEMXqljhOLwtrj","anonymous","EN","1","I agree to participate in this study","Paul","Purple",427,"no","yes","no","no","no","no","yes","no","no",427
"4440","2024-01-31 13:30:45","2024-01-31 13:31:35","IP Address","100","50","True","2024-01-31 13:31:36","R_7JAeH4mM5MSrLJn","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2635,"no","no","no","yes","yes","no","yes","no","yes",2635
"4441","2024-01-31 13:31:00","2024-01-31 13:31:44","IP Address","100","44","True","2024-01-31 13:31:45","R_7cZdGbNDnMlxTbx","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",556,"yes","yes","no","no","no","yes","yes","no","no",556
"4442","2024-01-31 13:31:15","2024-01-31 13:32:43","IP Address","100","87","True","2024-01-31 13:32:44","R_77QwFqr9VVmi4Bb","anonymous","EN","1","I agree to participate in this study","Paul","Purple",976,"yes","yes","yes","yes","yes","yes","yes","no","yes",976
"4443","2024-01-31 13:32:44","2024-01-31 13:33:17","IP Address","100","33","True","2024-01-31 13:33:18","R_50HRYdQ1kViTnAG","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",4005,"yes","yes","no","yes","yes","no","yes","no","no",4005
"4444","2024-01-31 13:31:09","2024-01-31 13:33:20","IP Address","100","130","True","2024-01-31 13:33:21","R_7miO6YS2sHx3RNT","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5088,"yes","yes","no","yes","no","yes","no","no","no",5088
"4445","2024-01-31 13:32:37","2024-01-31 13:33:28","IP Address","100","50","True","2024-01-31 13:33:28","R_7JgeoHbGpCVIYP3","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",562,"no","no","no","yes","yes","yes","yes","no","no",562
"4446","2024-01-31 13:33:43","2024-01-31 13:34:15","IP Address","100","32","True","2024-01-31 13:34:16","R_1xfZi3gXyAVV0xX","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2247,"no","yes","no","yes","yes","no","yes","no","no",2247
"4447","2024-01-31 13:33:49","2024-01-31 13:34:23","IP Address","100","34","True","2024-01-31 13:34:24","R_5thY9TmbxvHIZm9","anonymous","EN","0.800000011920929","I agree to participate in this study","Paul","Purple",6804,"yes","yes","yes","yes","yes","yes","yes","yes","yes",6804
"4448","2024-01-31 13:31:57","2024-01-31 13:34:46","IP Address","100","169","True","2024-01-31 13:34:47","R_3DJ67hnRvImdfxk","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2380,"no","yes","no","no","no","yes","yes","no","no",2380
"4449","2024-01-31 13:33:28","2024-01-31 13:34:49","IP Address","100","80","True","2024-01-31 13:34:49","R_14MiAsblYsUMZrZ","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5661,"no","yes","no","yes","no","yes","yes","no","no",5661
"4450","2024-01-31 13:34:18","2024-01-31 13:35:30","IP Address","100","72","True","2024-01-31 13:35:31","R_5EB93qdz1ukbSG1","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5496,"yes","yes","no","yes","no","no","yes","yes","no",5496
"4451","2024-01-31 13:32:35","2024-01-31 13:35:55","IP Address","100","200","True","2024-01-31 13:35:56","R_5gSzKt4EnLr66Vr","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2607,"no","no","no","no","yes","no","no","no","no",2607
"4452","2024-01-31 13:35:21","2024-01-31 13:36:23","IP Address","100","61","True","2024-01-31 13:36:24","R_30Cz9mjLvuXQNYW","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2644,"yes","yes","yes","yes","yes","yes","yes","yes","yes",2644
"4453","2024-01-31 13:35:06","2024-01-31 13:36:42","IP Address","100","95","True","2024-01-31 13:36:42","R_6AEfpBrtPfJ5Yr8","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6666,"yes","yes","no","yes","yes","yes","yes","no","no",6666
"4454","2024-01-31 13:35:00","2024-01-31 13:36:46","IP Address","100","106","True","2024-01-31 13:36:46","R_7KPkXjaqqYJ7QqE","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3689,"yes","no","no","yes","yes","no","yes","no","no",3689
"4455","2024-01-31 13:36:29","2024-01-31 13:37:28","IP Address","100","58","True","2024-01-31 13:37:28","R_6Bb9LlAFzbhxr1h","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5502,"yes","yes","no","no","no","yes","yes","no","no",5502
"4456","2024-01-31 13:36:44","2024-01-31 13:37:40","IP Address","100","55","True","2024-01-31 13:37:40","R_1CDlJ2T3V9zPTtC","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1617,"no","no","yes","yes","yes","no","yes","yes","no",1617
"4457","2024-01-31 13:37:34","2024-01-31 13:38:20","IP Address","100","45","True","2024-01-31 13:38:21","R_1TBIW7JXxt3Bnx0","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2588,"yes","no","no","no","no","no","yes","no","no",2588
"4458","2024-01-31 13:36:00","2024-01-31 13:38:22","IP Address","100","141","True","2024-01-31 13:38:22","R_1FQK4Nb3S3W7TBY","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1703,"yes","no","no","yes","yes","yes","yes","no","no",1703
"4459","2024-01-31 13:37:38","2024-01-31 13:38:23","IP Address","100","45","True","2024-01-31 13:38:24","R_1BU1h3s8dwU6zTj","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3813,"yes","yes","no","yes","yes","yes","yes","no","no",3813
"4460","2024-01-31 13:37:43","2024-01-31 13:39:01","IP Address","100","77","True","2024-01-31 13:39:02","R_76SOrhruK8v3AU9","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5385,"no","no","no","yes","no","no","yes","no","no",5385
"4461","2024-01-31 13:37:37","2024-01-31 13:39:44","IP Address","100","127","True","2024-01-31 13:39:45","R_5r2neISRGxaqtNc","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6154,"yes","yes","yes","yes","no","yes","yes","yes","no",6154
"4462","2024-01-31 13:38:45","2024-01-31 13:39:46","IP Address","100","61","True","2024-01-31 13:39:47","R_3MQI96MuMVUQpBt","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5795,"no","no","no","yes","no","yes","yes","yes","yes",5795
"4463","2024-01-31 13:38:28","2024-01-31 13:39:46","IP Address","100","77","True","2024-01-31 13:39:47","R_3bdjqC0OUVOSAvv","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2645,"no","no","no","yes","yes","no","yes","no","no",2645
"4464","2024-01-31 13:39:05","2024-01-31 13:40:28","IP Address","100","83","True","2024-01-31 13:40:29","R_6rJCQxMgNerIEog","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2985,"yes","no","no","yes","yes","yes","yes","no","no",2985
"4465","2024-01-31 13:39:31","2024-01-31 13:40:45","IP Address","100","73","True","2024-01-31 13:40:46","R_69tCs5EQgLLgcDT","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7262,"yes","no","no","no","yes","no","yes","no","no",7262
"4466","2024-01-31 13:40:00","2024-01-31 13:40:57","IP Address","100","56","True","2024-01-31 13:40:57","R_5maDJmo7hZBHDqL","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7541,"yes","yes","no","yes","no","no","yes","yes","no",7541
"4467","2024-01-31 13:40:05","2024-01-31 13:41:08","IP Address","100","62","True","2024-01-31 13:41:09","R_6NQZtmfCh22eV1Q","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3876,"no","no","no","yes","yes","no","yes","no","no",3876
"4468","2024-01-31 13:40:46","2024-01-31 13:41:09","IP Address","100","23","True","2024-01-31 13:41:10","R_7PySy3ESKtwv8Fo","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"4469","2024-01-31 13:40:32","2024-01-31 13:42:27","IP Address","100","115","True","2024-01-31 13:42:28","R_59T8swT1k98hGmJ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5657,"yes","yes","no","yes","no","yes","yes","no","no",5657
"4470","2024-01-31 13:41:46","2024-01-31 13:43:03","IP Address","100","76","True","2024-01-31 13:43:04","R_3mqhojEDd2crF4a","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3944,"no","yes","no","yes","no","yes","yes","yes","no",3944
"4471","2024-01-31 13:42:06","2024-01-31 13:43:03","IP Address","100","56","True","2024-01-31 13:43:04","R_1PpdVjguauHoOm8","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6722,"yes","yes","no","yes","no","yes","yes","no","no",6722
"4472","2024-01-31 13:41:33","2024-01-31 13:43:21","IP Address","100","107","True","2024-01-31 13:43:21","R_3eIU0y8xaA69YNr","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7539,"yes","yes","no","yes","yes","yes","yes","yes","no",7539
"4473","2024-01-31 13:41:52","2024-01-31 13:43:33","IP Address","100","100","True","2024-01-31 13:43:34","R_3rD0vyQewkOpQfL","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3246,"yes","yes","yes","yes","no","no","yes","no","no",3246
"4474","2024-01-31 13:41:40","2024-01-31 13:43:36","IP Address","100","115","True","2024-01-31 13:43:37","R_3IRjKXFrvPlRLoI","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",4303,"yes","yes","no","yes","no","no","yes","no","no",4303
"4475","2024-01-31 13:43:00","2024-01-31 13:44:47","IP Address","100","107","True","2024-01-31 13:44:48","R_5NlUv7bUP5w5HEJ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5809,"no","yes","no","yes","no","no","yes","no","no",5809
"4476","2024-01-31 13:44:17","2024-01-31 13:45:03","IP Address","100","45","True","2024-01-31 13:45:04","R_1KxQ7CB26L6YGua","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3773,"yes","yes","yes","no","yes","no","yes","no","no",3773
"4477","2024-01-31 13:44:11","2024-01-31 13:45:17","IP Address","100","65","True","2024-01-31 13:45:18","R_3cyGiiNW1yx6Lg5","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1122,"yes","yes","yes","yes","yes","yes","yes","yes","no",1122
"4478","2024-01-31 13:44:50","2024-01-31 13:45:37","IP Address","100","47","True","2024-01-31 13:45:38","R_5Enzm2eNjmYOlhK","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1137,"no","no","no","yes","no","no","yes","no","no",1137
"4479","2024-01-31 13:44:42","2024-01-31 13:45:38","IP Address","100","55","True","2024-01-31 13:45:39","R_7plgo0qkzIzIYiC","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1225,"yes","yes","no","yes","no","yes","yes","no","no",1225
"4480","2024-01-31 13:45:30","2024-01-31 13:46:26","IP Address","100","56","True","2024-01-31 13:46:27","R_3Q5CwvL95Ywn7YI","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1830,"yes","yes","no","yes","yes","yes","yes","no","no",1830
"4481","2024-01-31 13:46:19","2024-01-31 13:46:55","IP Address","100","36","True","2024-01-31 13:46:56","R_7IZuiWQs6NCX0Yi","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7584,"yes","yes","yes","yes","no","no","no","no","no",7584
"4482","2024-01-31 13:46:42","2024-01-31 13:47:36","IP Address","100","54","True","2024-01-31 13:47:37","R_3dWU1QmCbxhtzvf","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4761,"no","no","no","yes","no","no","yes","no","no",4761
"4483","2024-01-31 13:46:55","2024-01-31 13:48:24","IP Address","100","88","True","2024-01-31 13:48:25","R_3laJRyZbjnJBzEZ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",418,"yes","no","yes","yes","yes","yes","yes","yes","yes",418
"4484","2024-01-31 13:47:29","2024-01-31 13:48:31","IP Address","100","62","True","2024-01-31 13:48:32","R_39t7hq8AiaST32h","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",4797,"yes","no","no","yes","yes","no","yes","yes","no",4797
"4485","2024-01-31 13:48:08","2024-01-31 13:48:45","IP Address","100","36","True","2024-01-31 13:48:45","R_10AZ0C6GQ6CvoQY","anonymous","EN","1","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"4486","2024-01-31 13:48:59","2024-01-31 13:49:40","IP Address","100","41","True","2024-01-31 13:49:41","R_7lltst999eWiUuA","anonymous","EN","0.4000000059604645","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"4487","2024-01-31 13:48:57","2024-01-31 13:49:52","IP Address","100","54","True","2024-01-31 13:49:53","R_7mCA2QOZCW7d07N","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2043,"yes","yes","yes","yes","yes","yes","yes","yes","yes",2043
"4488","2024-01-31 13:48:46","2024-01-31 13:50:05","IP Address","100","79","True","2024-01-31 13:50:05","R_7OJl97xFoSoVAvN","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5937,"yes","no","no","yes","yes","yes","yes","yes","no",5937
"4489","2024-01-31 13:48:44","2024-01-31 13:50:07","IP Address","100","83","True","2024-01-31 13:50:08","R_1Wj2tlx6JOEDOed","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3850,"yes","no","yes","no","yes","no","no","no","no",3850
"4490","2024-01-31 13:49:17","2024-01-31 13:50:33","IP Address","100","75","True","2024-01-31 13:50:33","R_5c1T97LbZEGkxzT","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2972,"yes","yes","yes","yes","no","yes","yes","no","no",2972
"4491","2024-01-31 13:49:31","2024-01-31 13:50:43","IP Address","100","71","True","2024-01-31 13:50:44","R_3pnBtffdFNAb5Et","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6442,"yes","yes","no","yes","no","yes","yes","yes","no",6442
"4492","2024-01-31 13:49:24","2024-01-31 13:50:56","IP Address","100","92","True","2024-01-31 13:50:57","R_3gwK7DA30yOcf5f","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1853,"no","yes","no","yes","no","yes","yes","no","no",1853
"4493","2024-01-31 13:47:21","2024-01-31 13:51:27","IP Address","100","246","True","2024-01-31 13:51:28","R_3LCe7LHigkO649K","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6755,"yes","yes","yes","yes","yes","no","yes","no","no",6755
"4494","2024-01-31 13:50:16","2024-01-31 13:51:32","IP Address","100","75","True","2024-01-31 13:51:32","R_3IJYJPMJOCANCgi","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1014,"yes","yes","yes","yes","yes","yes","yes","yes","yes",1014
"4495","2024-01-31 13:50:43","2024-01-31 13:52:07","IP Address","100","84","True","2024-01-31 13:52:07","R_7zUY5hTpPyrtmMc","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5770,"no","yes","yes","yes","no","yes","yes","no","no",5770
"4496","2024-01-31 13:50:57","2024-01-31 13:52:21","IP Address","100","83","True","2024-01-31 13:52:22","R_5PzJfZfLD1DS5ah","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",311,"yes","no","no","no","yes","yes","yes","no","no",311
"4497","2024-01-31 13:49:06","2024-01-31 13:52:22","IP Address","100","196","True","2024-01-31 13:52:23","R_70bJ1mNSlf5SkUl","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5968,"no","yes","no","yes","yes","yes","yes","no","no",5968
"4498","2024-01-31 13:52:23","2024-01-31 13:52:58","IP Address","100","35","True","2024-01-31 13:52:59","R_33wH13cyPE7fbzQ","anonymous","EN","","I agree to participate in this study","Paul","Purple",4970,"yes","yes","yes","yes","no","yes","yes","no","yes",4970
"4499","2024-01-31 13:52:31","2024-01-31 13:53:23","IP Address","100","51","True","2024-01-31 13:53:23","R_7NCbqRODeo8c0Zf","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5526,"yes","yes","no","yes","yes","yes","yes","no","no",5526
"4500","2024-01-31 13:53:00","2024-01-31 13:54:01","IP Address","100","61","True","2024-01-31 13:54:02","R_5CT44DdJzsid8IV","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",3524,"yes","yes","yes","no","no","yes","yes","no","no",3524
"4501","2024-01-31 13:52:29","2024-01-31 13:54:06","IP Address","100","96","True","2024-01-31 13:54:07","R_7imYySoTOrXKc1r","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4162,"no","no","no","yes","no","yes","yes","no","no",4162
"4502","2024-01-31 13:54:16","2024-01-31 13:55:00","IP Address","100","44","True","2024-01-31 13:55:01","R_5xLfAgKwOex6v7D","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4140,"yes","no","no","no","no","yes","yes","no","no",4140
"4503","2024-01-31 13:54:42","2024-01-31 13:55:45","IP Address","100","63","True","2024-01-31 13:55:46","R_6FJxkJf56FQ9rzL","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1398,"no","no","no","yes","yes","yes","yes","no","no",1398
"4504","2024-01-31 13:54:59","2024-01-31 13:56:13","IP Address","100","74","True","2024-01-31 13:56:14","R_3atpb8UwqBzktqg","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2970,"no","yes","no","yes","no","no","yes","no","yes",2970
"4505","2024-01-31 13:55:53","2024-01-31 13:56:52","IP Address","100","58","True","2024-01-31 13:56:53","R_62KrlbWFEjXpZKU","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7604,"yes","yes","no","yes","no","no","yes","no","no",7604
"4506","2024-01-31 13:55:42","2024-01-31 13:57:00","IP Address","100","78","True","2024-01-31 13:57:01","R_5PBf3fz4Tt89OpP","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6921,"no","yes","no","yes","yes","no","yes","no","no",6921
"4507","2024-01-31 13:53:52","2024-01-31 13:57:05","IP Address","100","193","True","2024-01-31 13:57:06","R_5mO5aiEjhflGamK","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1217,"yes","yes","no","yes","yes","yes","yes","no","no",1217
"4508","2024-01-31 13:56:18","2024-01-31 13:57:11","IP Address","100","52","True","2024-01-31 13:57:11","R_6feOQAGBthVCV0W","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3796,"yes","yes","no","yes","yes","yes","yes","yes","no",3796
"4509","2024-01-31 13:55:49","2024-01-31 13:57:12","IP Address","100","83","True","2024-01-31 13:57:13","R_1rqeXcJZOA1ZO8p","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5663,"yes","yes","no","yes","yes","yes","yes","yes","no",5663
"4510","2024-01-31 13:57:11","2024-01-31 13:58:03","IP Address","100","51","True","2024-01-31 13:58:04","R_7IuY8giUbRjxgNr","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5479,"yes","yes","no","yes","yes","yes","yes","no","no",5479
"4511","2024-01-31 13:57:19","2024-01-31 13:58:06","IP Address","100","46","True","2024-01-31 13:58:07","R_6rdLLPWkHxG5ELd","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1837,"yes","yes","no","yes","yes","yes","yes","yes","no",1837
"4512","2024-01-31 13:56:52","2024-01-31 13:58:39","IP Address","100","107","True","2024-01-31 13:58:39","R_5gSj0aiC86jOYmQ","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5020,"yes","yes","yes","yes","no","yes","yes","no","no",5020
"4513","2024-01-31 13:58:09","2024-01-31 13:59:08","IP Address","100","59","True","2024-01-31 13:59:09","R_1BwK4bdBRf5H5g0","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2809,"yes","no","yes","yes","yes","yes","yes","yes","no",2809
"4514","2024-01-31 13:57:46","2024-01-31 13:59:10","IP Address","100","83","True","2024-01-31 13:59:11","R_5KQ3R6cON1hOeEi","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3882,"yes","no","no","yes","yes","yes","yes","no","no",3882
"4515","2024-01-31 13:59:31","2024-01-31 14:00:17","IP Address","100","45","True","2024-01-31 14:00:18","R_3Z0JtGoSvH8ey6l","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3402,"yes","yes","yes","no","yes","yes","yes","yes","no",3402
"4516","2024-01-31 13:59:48","2024-01-31 14:00:21","IP Address","100","33","True","2024-01-31 14:00:22","R_3HFaF4CK3ieIkiV","anonymous","EN","0.800000011920929","I agree to participate in this study","Paul","Purple",7037,"yes","yes","yes","yes","yes","yes","yes","yes","no",7037
"4517","2024-01-31 13:59:10","2024-01-31 14:00:35","IP Address","100","85","True","2024-01-31 14:00:36","R_5RWHdtqUsullzuZ","anonymous","EN","","I agree to participate in this study","Paul","Purple",2060,"yes","yes","yes","yes","no","yes","yes","no","no",2060
"4518","2024-01-31 14:00:42","2024-01-31 14:01:34","IP Address","100","52","True","2024-01-31 14:01:35","R_3O83QjWn6TZqsUE","anonymous","EN","1","I agree to participate in this study","Paul","Purple",796,"yes","yes","yes","yes","yes","yes","yes","yes","no",796
"4519","2024-01-31 14:00:20","2024-01-31 14:01:52","IP Address","100","92","True","2024-01-31 14:01:53","R_6IMZOglh5rcFLz0","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5405,"yes","yes","no","yes","yes","yes","yes","no","no",5405
"4520","2024-01-31 14:00:34","2024-01-31 14:02:10","IP Address","100","96","True","2024-01-31 14:02:11","R_3MDsaOgcqVcHkjq","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6245,"yes","no","no","no","yes","no","yes","no","no",6245
"4521","2024-01-31 14:01:32","2024-01-31 14:02:41","IP Address","100","68","True","2024-01-31 14:02:42","R_3QSPwI8MHTwJnQl","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3599,"yes","yes","no","yes","yes","yes","yes","no","no",3599
"4522","2024-01-31 14:01:39","2024-01-31 14:03:25","IP Address","100","105","True","2024-01-31 14:03:25","R_3w2HXZxLGoz0Jj3","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6849,"yes","no","no","yes","no","no","yes","no","no",6849
"4523","2024-01-31 13:57:15","2024-01-31 14:03:45","IP Address","100","389","True","2024-01-31 14:03:45","R_368wQdOp6LVy6iQ","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4574,"yes","yes","no","yes","yes","yes","yes","yes","no",4574
"4524","2024-01-31 14:02:40","2024-01-31 14:04:05","IP Address","100","85","True","2024-01-31 14:04:06","R_7cKwQaiIKcPzTY5","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3119,"no","yes","no","yes","yes","yes","yes","no","no",3119
"4525","2024-01-31 14:00:03","2024-01-31 14:05:12","IP Address","100","309","True","2024-01-31 14:05:13","R_5E67synwMU5yyWO","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1128,"yes","yes","yes","yes","yes","yes","yes","no","no",1128
"4526","2024-01-31 14:05:26","2024-01-31 14:06:11","IP Address","100","45","True","2024-01-31 14:06:12","R_7NCDnG9zXYg2mPU","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3788,"yes","yes","yes","yes","yes","yes","yes","no","no",3788
"4527","2024-01-31 14:03:56","2024-01-31 14:06:11","IP Address","100","134","True","2024-01-31 14:06:12","R_5x2yhQFH4YcWul3","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5092,"no","yes","no","yes","no","no","no","no","no",5092
"4528","2024-01-31 14:05:46","2024-01-31 14:06:23","IP Address","100","36","True","2024-01-31 14:06:23","R_7EExC0UzfnWNCH7","anonymous","EN","1","I agree to participate in this study","Paul","Purple",827,"yes","yes","yes","yes","yes","yes","yes","no","no",827
"4529","2024-01-31 14:04:58","2024-01-31 14:06:23","IP Address","100","85","True","2024-01-31 14:06:24","R_6M9SSUekiJPIXod","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7600,"yes","yes","no","no","no","yes","yes","no","no",7600
